time,diameter
149.8,1.5683274064007793
150.3,1.5641488548542888
150.8,1.6095006266763154
151.3,1.6043201725236003
151.8,1.6127576342232677
152.3,1.6064750103961578
152.8,1.642858923113036
153.3,1.6563443105089495
153.8,1.6369782251397695
154.4,1.6730400356638906
154.9,1.6532324397020446
155.4,1.6590639486545857
155.9,1.678906092656314
156.4,1.6475212257402527
156.9,1.6994309102059595
157.4,1.6912511648215631
157.9,1.6725671719691784
158.5,1.6365824536115308
159.0,1.6520961263427336
159.5,1.6488041623083365
160.0,1.599682688555767
160.5,1.6313927375470443
161.0,1.6533242444837664
161.5,1.6571469480824377
162.0,1.6658993597249487
162.5,1.6542498218201078
163.0,1.607815160463622
163.5,1.6596380991890267
164.1,1.6413689539837049
164.6,1.6266069555851368
165.1,1.646448702361314
165.6,1.6531735780955703
166.1,1.6017087399168657
166.6,1.6486000409695736
167.1,1.6134651712971166
167.6,1.606490216251611
168.2,1.625178141117114
168.7,1.5995868491624314
169.2,1.614513414269186
169.7,1.5870481016332663
170.2,1.5793549335855908
170.7,1.598529248563237
171.2,1.581324554556018
171.7,1.6158325930284765
172.2,1.5878606203299244
172.7,1.6069664817585079
173.2,1.606875857977593
173.7,1.6094530882373848
174.3,1.6042568121122753
174.8,1.5919065083501713
175.3,1.6139146588889526
175.8,1.5968748523512264
176.3,1.6229268525399323
176.8,1.602543148733113
177.3,1.5915290718325419
177.8,1.5644314655365634
178.4,1.5663995888361704
178.9,1.5939691736043138
179.4,1.6053127698830605
179.9,1.6156962612054624
180.4,1.5987137225492836
180.9,1.5993624011617098
181.5,1.6237455513639731
182.0,1.5811818336412744
182.5,1.5721981948125812
183.0,1.5571697203487953
183.5,1.6001798883807754
184.0,1.6160778039128176
184.5,1.596139757414728
185.0,1.600916497647132
185.5,1.5630864193318037
186.0,1.57720396833656
186.5,1.5714524691291978
187.1,1.6359618250495511
187.6,1.648276033579671
188.1,1.6448111028456336
188.6,1.6504048484195517
189.1,1.607960418017644
189.6,1.6469307062697018
190.1,1.6641850687732382
190.6,1.6676620181306439
191.1,1.6676593408336646
191.7,1.673304035233511
192.2,1.6398724024783489
192.7,1.6407014967776525
193.2,1.6539977282539817
193.7,1.6611538918005115
194.2,1.6365652269481348
194.7,1.6195023976603748
195.2,1.6560041088758497
195.7,1.621645523365444
196.2,1.6349970567180745
196.8,1.6553005578299005
197.3,1.6183354064813211
197.8,1.5976555864900788
198.3,1.665790851953449
198.8,1.6480753184841623
199.3,1.6453566794614933
199.8,1.6595127144833617
200.4,1.6579624241788522
200.9,1.6360149572992797
201.4,1.6117120916958343
201.9,1.618122373757857
202.4,1.6050990293471914
202.9,1.6172555284135677
203.4,1.5728604187287498
203.9,1.5962249933536776
204.5,1.6231998259334768
205.0,1.6550146344780785
205.5,1.6224537491935187
206.0,1.6843581864634365
206.5,1.6292807051956049
207.0,1.6383335863618318
207.5,1.614001133382183
208.0,1.6004740092843917
208.5,1.61085409579375
209.0,1.6104522382547986
209.5,1.6241748217684882
210.0,1.5718498664541967
210.5,1.5942843725662907
211.1,1.5823860876044356
211.6,1.575494530179014
212.1,1.611598650960264
212.6,1.5855377092324356
213.1,1.6108009926923526
213.6,1.5802782568814808
214.1,1.5857767677186394
214.6,1.6447071194758993
215.1,1.6102700803405987
215.6,1.6310725264970853
216.1,1.6370489649061841
216.6,1.6263370478642245
217.1,1.6413678129917968
217.7,1.6597881913714905
218.2,1.6497638683875242
218.7,1.631846198749236
219.2,1.6072292635271122
219.7,1.6120057883164898
220.2,1.6067915876847727
220.7,1.6177907268962888
221.2,1.5655708538421944
221.8,1.5765856553033135
222.3,1.587632085908732
222.8,1.5909475194314724
223.3,1.6085490927862753
223.8,1.5868515002008314
224.3,1.5626279115569037
224.8,1.652117647800976
225.4,1.681239752791344
225.9,1.6245129138496752
226.4,1.6147969496692138
226.9,1.6082284128492004
227.4,1.6085745160085614
227.9,1.6049737109995912
228.4,1.60245244315343
228.9,1.6065623579514579
229.4,1.636322053615762
229.9,1.6002243228254351
230.4,1.6319145693882813
231.0,1.589008534103981
231.5,1.6095683766034103
232.0,1.6221589117284532
232.5,1.5716334133105152
233.0,1.6036104803262086
233.5,1.6174753820868355
234.0,1.5885951708849129
234.5,1.6204987877646517
235.1,1.6249522774978964
235.6,1.613872979362813
236.1,1.6245573516479335
236.6,1.628875235692258
237.1,1.619211828526863
237.6,1.6047539609553592
238.1,1.6296473624673333
238.6,1.6270247238542306
239.2,1.5983079214663725
239.7,1.6182460559131073
240.2,1.5960201409152077
240.7,1.619178214741248
241.2,1.5961949933229933
241.7,1.6449546621417996
242.2,1.6625444363120645
242.8,1.6698528084566502
243.3,1.6513999679280191
243.8,1.6777596569917113
244.3,1.6922481856326366
244.8,1.6611965725586262
245.3,1.6668069380071042
245.8,1.707995138631416
246.3,1.6822429549550504
246.9,1.6904785158943183
247.4,1.688781029267463
247.9,1.6858135638034997
248.4,1.6765341245634233
248.9,1.6901667444383668
249.4,1.657712354741192
249.9,1.6629425897832575
250.4,1.6573684719042348
250.9,1.6969313469126304
251.4,1.6568705259529102
251.9,1.6479674574664769
252.5,1.6754371683048923
253.0,1.6502723905975187
253.5,1.6491402783776035
254.0,1.6397862156046306
254.5,1.644369595310271
255.0,1.6398328711218306
255.5,1.638170842687693
256.1,1.629180784415144
256.6,1.638671543016816
257.1,1.6391098759126785
257.6,1.6471689516320152
258.1,1.6032750485595628
258.6,1.5808317270593755
259.1,1.604128469181703
259.6,1.6325231051662175
260.1,1.6062528950155246
260.7,1.649739743685488
261.2,1.640450919610869
261.7,1.6341729044283744
262.2,1.6613074645324937
262.7,1.669771870717247
263.2,1.6426448460858718
263.7,1.6476004293941555
264.2,1.6605256126109096
264.8,1.6466896806421554
265.3,1.6493504136897255
265.8,1.6700466238351122
266.3,1.6454731822192499
266.8,1.6117377394964478
267.3,1.6463362355923803
267.8,1.6203380477328961
268.3,1.6282736103860553
268.9,1.6270240205965985
269.4,1.6235845997047615
269.9,1.6472358581674371
270.4,1.606685652127554
270.9,1.5828826585427598
271.4,1.587723881912864
271.9,1.5944182447477746
272.4,1.6086824517883649
272.9,1.6098298057099825
273.4,1.6006090236073738
273.9,1.6138464961415198
274.4,1.5851595551300472
275.0,1.6259914164193479
275.5,1.6177533330729412
276.0,1.6074968929766509
276.5,1.5964044868004115
277.0,1.613328347953789
277.5,1.6272287612609158
278.1,1.6188571880363523
278.6,1.5902930051406026
279.1,1.6249130370785507
279.6,1.62521859178985
280.1,1.6483720986090393
280.6,1.6171172667698688
281.1,1.6284933746666366
281.7,1.6330824374691288
282.2,1.5887529821126047
282.7,1.6330770163420176
283.2,1.6261680228655109
283.7,1.6229436795701908
284.2,1.6330008368449596
284.7,1.6393813383257656
285.2,1.62903576762571
285.7,1.6369378017947402
286.3,1.6102337004400842
286.8,1.6305677231774736
287.3,1.6445801786666545
287.8,1.6818368082144564
288.3,1.6817946551478877
288.8,1.7106538411462622
289.3,1.7018255806676807
289.9,1.6493437424597304
290.4,1.6478968381446346
290.9,1.6525713209304624
291.4,1.7080441896046015
291.9,1.706050335538142
292.4,1.6560018220210244
292.9,1.6652189058874978
293.4,1.657159745053959
293.9,1.6489014727880422
294.4,1.6844054197937486
295.0,1.6958953080476526
295.5,1.657646767202211
296.0,1.6713299744114825
296.5,1.6605688297632892
297.0,1.6651643482299834
297.5,1.659074677034876
298.0,1.6356450180270095
298.5,1.6346504608175696
299.0,1.613834896691617
299.6,1.6058944059255578
300.1,1.6428676647940286
300.6,1.64205334428521
301.1,1.637462809016977
301.6,1.6420784759799156
302.1,1.6588575713817264
302.6,1.6127899397558982
303.1,1.621496591102526
303.6,1.6500710254589086
304.2,1.6486131113064977
304.7,1.636223665875716
305.2,1.6386426131013556
305.7,1.6424058152506968
306.2,1.6416389995135665
306.7,1.6514819214838061
307.2,1.6299904361921387
307.7,1.6525179678297344
308.3,1.6466711624667434
308.8,1.6936233379805754
309.3,1.6443038764699967
309.8,1.6458861353350027
310.3,1.6320125226735873
310.8,1.6524748197455934
311.3,1.6066816843843186
311.9,1.667277885531094
312.4,1.6318126059583729
312.9,1.6483224175334639
313.4,1.7138133613268334
313.9,1.6586630747938726
314.4,1.6555777289845999
314.9,1.6383719930544478
315.4,1.6219990856659934
315.9,1.7129553338284336
316.4,1.7063519851625943
316.9,1.6921276874370788
317.4,1.6398949832929528
318.0,1.6170760323064826
318.5,1.7075668154850732
319.0,1.6181842523085928
319.5,1.714671351394737
320.0,1.6868953126907251
320.5,1.694818988545945
321.0,1.6392498785346208
321.5,1.7036423778409815
322.0,1.6523444709049109
322.5,1.6080803517004816
323.0,1.7128430037895037
323.6,1.6037199954856725
324.1,1.681641582568201
324.6,1.6174281303861118
325.1,1.641532789127243
325.6,1.590116623097978
326.1,1.6392674379580117
326.6,1.6391763076296006
327.1,1.6266022608158266
327.6,1.7267670652363678
328.2,1.7152328429371715
328.7,1.6525732889723477
329.2,1.6398587353658614
329.7,1.6573409049030636
330.2,1.6485636279600884
330.7,1.625073276410583
331.2,1.6236679322820475
331.7,1.6001386924843575
332.2,1.6621895132153979
332.7,1.6699617031354637
333.2,1.6601027865068851
333.7,1.6394255747182622
334.2,1.6398067910864464
334.7,1.685477741878
335.3,1.6567918970848048
335.8,1.6878671856270575
336.3,1.6805309777527953
336.8,1.6617454890483254
337.3,1.6709520734246002
337.8,1.663279518986414
338.3,1.6635900249855338
338.9,1.6695331451532391
339.4,1.6718818859224707
339.9,1.6244674298573887
340.4,1.6918123588143599
340.9,1.6485014124208526
341.4,1.6559135562361083
341.9,1.665131397695866
342.4,1.6850066168306632
343.0,1.7004883842211929
343.5,1.6887404989829422
344.0,1.6802929723428695
344.5,1.6672439031567472
345.0,1.687777046334271
345.5,1.6951274735836555
346.0,1.6791797421206258
346.5,1.6905207214784583
347.1,1.6504164054518666
347.6,1.6695178145497245
348.1,1.66282864175079
348.6,1.6704210579908028
349.1,1.670316305051921
349.6,1.6724792024751949
350.1,1.6640650499115917
350.6,1.640379833485481
351.2,1.640962025606489
351.7,1.6331629913241514
352.2,1.6391225339291944
352.7,1.6428240260118216
353.2,1.659171736950097
353.7,1.6440953224099841
354.2,1.637743427396164
354.8,1.6449973275789982
355.3,1.6653449006375292
355.8,1.6820827938826903
356.3,1.6709797335885694
356.8,1.6205927522501509
357.3,1.6686470736078298
357.8,1.6849374247407005
358.3,1.6578344294184566
358.8,1.6519798173310019
359.3,1.6975574755377048
359.9,1.69844757406055
360.4,1.6948039886447777
360.9,1.6539924214274675
361.4,1.6784469229876784
361.9,1.6615263819837613
362.4,1.6731482762038603
362.9,1.673853731098989
363.4,1.6607048411079508
364.0,1.665391380529547
364.5,1.6743985680081415
365.0,1.669224278012816
365.5,1.6768909231917786
366.0,1.640614469684611
366.5,1.620183805142312
367.0,1.6421692374588415
367.5,1.625914088539391
368.1,1.6834251335315416
368.6,1.6967121943705565
369.1,1.6973114396572553
369.6,1.6780632455846065
370.1,1.6965316591945683
370.6,1.702240774468197
371.2,1.6630192426971524
371.7,1.6596949572745283
372.2,1.662572006475114
372.7,1.6550303270787836
373.2,1.6591302305213467
373.7,1.662561509144217
374.3,1.623768958338336
374.8,1.6515359729446042
375.3,1.6500393416784602
375.8,1.6627943902335711
376.3,1.620021442759575
376.8,1.6159816964008384
377.3,1.6337409529597025
377.8,1.616416640694876
378.4,1.628393085914547
378.9,1.6706073098920022
379.4,1.6693433938639608
379.9,1.6505783389318858
380.4,1.6384417912115596
380.9,1.7018876752891248
381.4,1.6976025923213725
381.9,1.6721706463444428
382.4,1.682237637412329
382.9,1.6772417936094408
383.5,1.670477116712614
384.0,1.6658168953058714
384.5,1.6638922031224386
385.0,1.6585382859661133
385.5,1.6658044589316294
386.0,1.6647286893182989
386.5,1.690591369671739
387.0,1.6911294644533603
387.6,1.6964591472711048
388.1,1.7744858620125352
388.6,1.7197005169006736
389.1,1.6534214507942029
389.6,1.6540140189706962
390.1,1.6662180038700203
390.6,1.6475251369536599
391.1,1.6714233900432425
391.7,1.6121680022099059
392.2,1.60670316830453
392.7,1.6002160294992205
393.2,1.599791864814194
393.7,1.612889904949094
394.2,1.630326938385546
394.7,1.6015065146448817
395.3,1.626902668150081
395.8,1.593329351512425
396.3,1.6633366095052877
396.8,1.6850234983569192
397.3,1.646196018990392
397.8,1.6432047797352909
398.3,1.616987442534841
398.8,1.6289377199395854
399.4,1.6075920017352794
399.9,1.6067681802304354
400.4,1.6191418311919845
400.9,1.6098085550390024
401.4,1.660710469319462
401.9,1.674120003257335
402.4,1.6709347614960366
402.9,1.708135200076996
403.4,1.6135675256595943
403.9,1.6385199826350305
404.4,1.6729479301965118
404.9,1.6348627060918852
405.4,1.632760410732576
405.9,1.613701545753915
406.4,1.6508761237654108
407.0,1.6338967441238526
407.5,1.6670514755553945
408.0,1.5878625705291416
408.5,1.6074174309532638
409.0,1.627934575462884
409.5,1.612661753888671
410.1,1.6569090092800307
410.6,1.6413887864507628
411.1,1.6268235272593456
411.6,1.619674783091925
412.1,1.6230297289262863
412.6,1.639642651826622
413.1,1.6312383922928393
413.6,1.6602018418998594
414.1,1.6779099291049147
414.6,1.6756894120506018
415.2,1.6794339582791258
415.7,1.6904161769150114
416.2,1.6821616746840649
416.7,1.6829465014929241
417.2,1.7082257994900203
417.7,1.6872219393158103
418.2,1.6886922505661615
418.8,1.6585963807057151
419.3,1.6213301414931274
419.8,1.6195132808927135
420.3,1.7248403750043388
420.8,1.668435528865127
421.3,1.674451261370781
421.8,1.6879671522333701
422.3,1.6658490205517615
422.8,1.6504155250753076
423.4,1.6630298199947227
423.9,1.6721570502737582
424.4,1.6816326659353973
424.9,1.6683049109230796
425.4,1.6754247016167645
425.9,1.6748131442926748
426.4,1.6527107921633015
426.9,1.673254974778222
427.4,1.663326485339609
428.0,1.6735114202062418
428.5,1.6161496720188704
429.0,1.646810259454523
429.5,1.6554647249407637
430.0,1.6477671479407543
430.5,1.6561275669266764
431.0,1.635895926627453
431.5,1.649659686920191
432.1,1.6580974449515045
432.6,1.6506587580284184
433.1,1.6726422044615554
433.6,1.6616032332803334
434.1,1.659890402968503
434.6,1.6729025042648658
435.1,1.659753719384556
435.6,1.6227356606150563
436.2,1.5923625375988848
436.7,1.6722282781999598
437.2,1.6464467319952032
437.7,1.6399995623099153
438.2,1.6537056701580117
438.7,1.6578130921250953
439.2,1.6668750619901547
439.7,1.64655625729043
440.3,1.641642832266401
440.8,1.6335802565830537
441.3,1.629454612233978
441.8,1.6317224031076412
442.3,1.6326811107403791
442.8,1.6379327381438675
443.3,1.6036883627554044
443.9,1.6550865943779929
444.4,1.6274418327751599
444.9,1.7143403611098929
445.4,1.6521433415640165
445.9,1.6488314431436784
446.4,1.6399874870737168
446.9,1.6437526600085939
447.4,1.6591906901952092
447.9,1.6494371950408648
448.4,1.647022703225618
448.9,1.6488334022423397
449.4,1.6552139870373097
450.0,1.5847304416500052
450.5,1.6661969460039818
451.0,1.6666839036812628
451.5,1.6672260917230537
452.0,1.6397143047403986
452.5,1.62890644971409
453.0,1.6463007443691793
453.5,1.627822607486398
454.0,1.6008223532918773
454.5,1.6488344452686745
455.0,1.6262338362129727
455.6,1.632662814103727
456.1,1.6399801834153074
456.6,1.6103274219016184
457.1,1.6465175675865424
457.6,1.6478590997959996
458.1,1.6050830225456878
458.6,1.6103478636932993
459.1,1.6408336176698708
459.7,1.6533773734804413
460.2,1.6399628017728263
460.7,1.6343116648840565
461.2,1.6340979997741016
461.7,1.6410402289044175
462.2,1.6206760530871667
462.7,1.6321714293172567
463.2,1.623092242955129
463.7,1.6491851905553383
464.3,1.6525662129258651
464.8,1.6414856282016392
465.3,1.6474098723463868
465.8,1.664039831682588
466.3,1.6520292705757273
466.8,1.6312643020319406
467.3,1.636324455623893
467.8,1.641618792018693
468.3,1.6269134305181578
468.9,1.6452423478899865
469.4,1.6570905810535113
469.9,1.6544751337973185
470.4,1.6471967726369887
470.9,1.634949274366792
471.4,1.6584774141683034
472.0,1.6302340009066074
472.5,1.6491327937948392
473.0,1.6405268476836197
473.5,1.6384812311205244
474.0,1.6724064812731836
474.5,1.6535092283317432
475.0,1.6672174017504444
475.5,1.6613704233582038
476.1,1.6419921582381192
476.6,1.678708132151389
477.1,1.7642251862436222
477.6,1.6662951422473178
478.1,1.6698561575517206
478.6,1.6460623194990744
479.1,1.6525395281235578
479.7,1.6500683288075444
480.2,1.606159786320202
480.7,1.6248044930961374
481.2,1.6189270187590639
481.7,1.6239363999563736
482.2,1.6284965322915095
482.7,1.6541766694705147
483.2,1.6506705287883894
483.7,1.660420276624707
484.2,1.6162338617371381
484.7,1.6474105835648019
485.3,1.6784091531218441
485.8,1.6792405275259286
486.3,1.656939745737166
486.8,1.5982049307479547
487.3,1.6765728513089422
487.8,1.641817682507451
488.3,1.6422109344671443
488.8,1.677424150304886
489.4,1.6516586948284906
489.9,1.6319984112579589
490.4,1.685162971593577
490.9,1.6908076150451212
491.4,1.685176834943538
491.9,1.6904362550497058
492.4,1.6841672923053348
492.9,1.6814947098055328
493.4,1.6631122178189648
493.9,1.668480742260441
494.5,1.686609580499907
495.0,1.6797001486468268
495.5,1.6695697034089008
496.0,1.6682114544699285
496.5,1.6441438636028145
497.0,1.6714180326113206
497.5,1.6929342691761615
498.0,1.6889486429484608
498.5,1.6808954490772263
499.0,1.6537034519122735
499.5,1.6797190903992418
500.1,1.6817184914134449
500.6,1.6691250523902426
501.1,1.6753366003067154
501.6,1.7121937274556316
502.1,1.6960124394284557
502.6,1.685102444319225
503.1,1.6605745584748026
503.6,1.6539792266223676
504.1,1.6934799484432486
504.6,1.6512132718847297
505.1,1.6304790889333225
505.6,1.6303645461279423
506.1,1.644637507329954
506.7,1.6259112235359738
507.2,1.6380949026766227
507.7,1.661142025070452
508.2,1.6612152670365252
508.7,1.658747419285241
509.2,1.6277130052278577
509.7,1.6654924375903395
510.2,1.663025798390769
510.8,1.6371089531426224
511.3,1.6323601822215628
511.8,1.641538389340017
512.3,1.6073079134558816
512.8,1.627512006380697
513.3,1.5769170281981333
513.8,1.6851910824311873
514.4,1.810698282694518
514.9,1.7786250012883689
515.4,1.6731085849902172
515.9,1.6630769847384232
516.4,1.6704011321050778
516.9,1.6766155720876224
517.5,1.6759823407037224
518.0,1.631454820806898
518.5,1.6321441033039374
519.0,1.623073555976377
519.5,1.6094315770893237
520.0,1.6207934717311285
520.5,1.6232073724767544
521.0,1.6201465453662143
521.5,1.6393778268694696
522.1,1.634338851855281
522.6,1.6183055011992016
523.1,1.6601132548834787
523.6,1.650811292646793
524.1,1.6590963524462596
524.6,1.6518126563112934
525.1,1.6217293984844519
525.7,1.6180183329223679
526.2,1.6325006649997165
526.7,1.6230075428399313
527.2,1.6034332457537266
527.7,1.6225606724142603
528.2,1.611666742058836
528.7,1.6190090197968803
529.2,1.6170646205865575
529.8,1.588624523567957
530.3,1.6318588757192272
530.8,1.6067692283769404
531.3,1.6099812535119786
531.8,1.6486128565324651
532.3,1.6406123671640607
532.8,1.6621437757432254
533.4,1.6227318127019903
533.9,1.6177863794909122
534.4,1.6284045737251627
534.9,1.6292048454755967
535.4,1.615009223210625
535.9,1.6161629732849592
536.4,1.6207277222815224
536.9,1.6096572434467211
537.4,1.622283861613818
537.9,1.637195741034968
538.4,1.6125220025862108
539.0,1.605339458986872
539.5,1.6076342043606773
540.0,1.6024587221890545
540.5,1.6092349889137874
541.0,1.620515426592622
541.5,1.6205448757088798
542.0,1.6060015389292144
542.5,1.6129490220016722
543.0,1.6099397578778112
543.5,1.620027822372274
544.1,1.6120188475923727
544.6,1.6087483024401237
545.1,1.5904376886008795
545.6,1.6001926856060844
546.1,1.6025679622953937
546.6,1.6145495630341968
547.1,1.6035695412238427
547.6,1.6061310697827067
548.1,1.6218594482707984
548.7,1.621899141207003
549.2,1.6362696755953738
549.7,1.6296176180147044
550.2,1.624359938897098
550.7,1.6262055711323977
551.2,1.6331867226655459
551.7,1.6344217628072757
552.2,1.6473535101899102
552.7,1.6422707142046407
553.2,1.6443692576563005
553.7,1.6507566869210573
554.2,1.6347590861491188
554.8,1.6359083730899457
555.3,1.6179652012660977
555.8,1.6177511316470983
556.3,1.6375719790518806
556.8,1.6079980111841274
557.3,1.6493507349231515
557.8,1.631904385063078
558.3,1.6065301854389793
558.8,1.62144694568657
559.3,1.6420158736516142
559.9,1.621647435624895
560.4,1.6309900639644341
560.9,1.6220959981346594
561.4,1.63177818157112
