100, 0.06712, 0.005
200, 0.01980, 0.005
300, 0.01552, 0.005
400, 0.01273, 0.005
500, 0.01159, 0.005
600, 0.01034, 0.005
700, 0.00976, 0.005
800, 0.00868, 0.005
900, 0.00835, 0.005
1000, 0.00901, 0.005
1100, 0.00876, 0.005
1200, 0.00829, 0.005
1300, 0.00766, 0.005
1400, 0.00792, 0.005
1500, 0.00713, 0.005
1600, 0.00713, 0.005
1700, 0.00708, 0.005
1800, 0.00691, 0.005
1900, 0.00686, 0.005
2000, 0.00718, 0.005
2100, 0.00693, 0.005
2200, 0.00649, 0.005
2300, 0.00596, 0.005
2400, 0.00648, 0.005
2500, 0.00603, 0.005
2600, 0.00616, 0.005
2700, 0.00664, 0.005
2800, 0.00622, 0.005
2900, 0.00601, 0.005
3000, 0.00599, 0.005
3100, 0.00612, 0.005
3200, 0.00612, 0.005
3300, 0.00555, 0.005
3400, 0.00566, 0.005
3500, 0.00575, 0.005
3600, 0.00543, 0.005
3700, 0.00578, 0.005
3800, 0.00484, 0.005
3900, 0.00545, 0.005
4000, 0.00583, 0.005
4100, 0.00512, 0.005
4200, 0.00491, 0.005
4300, 0.00542, 0.005
4400, 0.00506, 0.005
4500, 0.00518, 0.005
4600, 0.00503, 0.005
4700, 0.00509, 0.005
4800, 0.00494, 0.005
4900, 0.00477, 0.005
5000, 0.00494, 0.005
5100, 0.00502, 0.005
5200, 0.00478, 0.005
5300, 0.00498, 0.005
5400, 0.00476, 0.005
5500, 0.00465, 0.005
5600, 0.00439, 0.005
5700, 0.00487, 0.005
5800, 0.00480, 0.005
5900, 0.00482, 0.005
6000, 0.00462, 0.005
6100, 0.00465, 0.005
6200, 0.00466, 0.005
6300, 0.00434, 0.005
6400, 0.00505, 0.005
6500, 0.00453, 0.005
6600, 0.00460, 0.005
6700, 0.00469, 0.005
6800, 0.00455, 0.005
6900, 0.00466, 0.005
7000, 0.00438, 0.005
7100, 0.00453, 0.005
7200, 0.00480, 0.005
7300, 0.00443, 0.005
7400, 0.00415, 0.005
7500, 0.00455, 0.005
7600, 0.00454, 0.005
7700, 0.00437, 0.005
7800, 0.00441, 0.005
7900, 0.00410, 0.005
8000, 0.00426, 0.005
8100, 0.00457, 0.005
8200, 0.00398, 0.005
8300, 0.00408, 0.005
8400, 0.00456, 0.005
8500, 0.00434, 0.005
8600, 0.00385, 0.005
8700, 0.00421, 0.005
8800, 0.00419, 0.005
8900, 0.00403, 0.005
9000, 0.00409, 0.005
9100, 0.00411, 0.005
9200, 0.00432, 0.005
9300, 0.00376, 0.005
9400, 0.00415, 0.005
9500, 0.00382, 0.005
9600, 0.00414, 0.005
9700, 0.00401, 0.005
9800, 0.00448, 0.005
9900, 0.00401, 0.005
10000, 0.00427, 0.005
10100, 0.00577, 0.02
10200, 0.00566, 0.02
10300, 0.00527, 0.02
10400, 0.00546, 0.02
10500, 0.00590, 0.02
10600, 0.00536, 0.02
10700, 0.00540, 0.02
10800, 0.00479, 0.02
10900, 0.00484, 0.02
11000, 0.00480, 0.02
11100, 0.00465, 0.02
11200, 0.00489, 0.02
11300, 0.00444, 0.02
11400, 0.00472, 0.02
11500, 0.00409, 0.02
11600, 0.00460, 0.02
11700, 0.00496, 0.02
11800, 0.00415, 0.02
11900, 0.00421, 0.02
12000, 0.00417, 0.02
12100, 0.00427, 0.02
12200, 0.00385, 0.02
12300, 0.00388, 0.02
12400, 0.00403, 0.02
12500, 0.00411, 0.02
12600, 0.00415, 0.02
12700, 0.00440, 0.02
12800, 0.00420, 0.02
12900, 0.00417, 0.02
13000, 0.00390, 0.02
13100, 0.00407, 0.02
13200, 0.00384, 0.02
13300, 0.00383, 0.02
13400, 0.00359, 0.02
13500, 0.00395, 0.02
13600, 0.00374, 0.02
13700, 0.00385, 0.02
13800, 0.00389, 0.02
13900, 0.00366, 0.02
14000, 0.00401, 0.02
14100, 0.00376, 0.02
14200, 0.00361, 0.02
14300, 0.00388, 0.02
14400, 0.00368, 0.02
14500, 0.00372, 0.02
14600, 0.00342, 0.02
14700, 0.00383, 0.02
14800, 0.00356, 0.02
14900, 0.00362, 0.02
15000, 0.00391, 0.02
15100, 0.00382, 0.02
15200, 0.00360, 0.02
15300, 0.00382, 0.02
15400, 0.00354, 0.02
15500, 0.00359, 0.02
15600, 0.00348, 0.02
15700, 0.00345, 0.02
15800, 0.00347, 0.02
15900, 0.00382, 0.02
16000, 0.00324, 0.02
16100, 0.00334, 0.02
16200, 0.00319, 0.02
16300, 0.00351, 0.02
16400, 0.00352, 0.02
16500, 0.00342, 0.02
16600, 0.00352, 0.02
16700, 0.00346, 0.02
16800, 0.00358, 0.02
16900, 0.00329, 0.02
17000, 0.00361, 0.02
17100, 0.00350, 0.02
17200, 0.00319, 0.02
17300, 0.00337, 0.02
17400, 0.00347, 0.02
17500, 0.00330, 0.02
17600, 0.00329, 0.02
17700, 0.00356, 0.02
17800, 0.00312, 0.02
17900, 0.00334, 0.02
18000, 0.00332, 0.02
18100, 0.00316, 0.02
18200, 0.00318, 0.02
18300, 0.00336, 0.02
18400, 0.00325, 0.02
18500, 0.00325, 0.02
18600, 0.00319, 0.02
18700, 0.00336, 0.02
18800, 0.00330, 0.02
18900, 0.00425, 0.02
19000, 0.00338, 0.02
19100, 0.00315, 0.02
19200, 0.00306, 0.02
19300, 0.00340, 0.02
19400, 0.00357, 0.02
19500, 0.00325, 0.02
19600, 0.00338, 0.02
19700, 0.00321, 0.02
19800, 0.00312, 0.02
19900, 0.00344, 0.02
20000, 0.00308, 0.02
20100, 0.00330, 0.02
20200, 0.00304, 0.02
20300, 0.00301, 0.02
20400, 0.00321, 0.02
20500, 0.00320, 0.02
20600, 0.00330, 0.02
20700, 0.00307, 0.02
20800, 0.00294, 0.02
20900, 0.00323, 0.02
21000, 0.00340, 0.02
21100, 0.00309, 0.02
21200, 0.00319, 0.02
21300, 0.00310, 0.02
21400, 0.00287, 0.02
21500, 0.00289, 0.02
21600, 0.00304, 0.02
21700, 0.00305, 0.02
21800, 0.00298, 0.02
21900, 0.00286, 0.02
22000, 0.00298, 0.02
22100, 0.00318, 0.02
22200, 0.00295, 0.02
22300, 0.00275, 0.02
22400, 0.00274, 0.02
22500, 0.00290, 0.02
22600, 0.00282, 0.02
22700, 0.00313, 0.02
22800, 0.00293, 0.02
22900, 0.00294, 0.02
23000, 0.00295, 0.02
23100, 0.00281, 0.02
23200, 0.00308, 0.02
23300, 0.00278, 0.02
23400, 0.00287, 0.02
23500, 0.00294, 0.02
23600, 0.00284, 0.02
23700, 0.00304, 0.02
23800, 0.00310, 0.02
23900, 0.00309, 0.02
24000, 0.00298, 0.02
24100, 0.00289, 0.02
24200, 0.00279, 0.02
24300, 0.00287, 0.02
24400, 0.00291, 0.02
24500, 0.00301, 0.02
24600, 0.00284, 0.02
24700, 0.00289, 0.02
24800, 0.00309, 0.02
24900, 0.00275, 0.02
25000, 0.00275, 0.02
25100, 0.00306, 0.02
25200, 0.00313, 0.02
25300, 0.00274, 0.02
25400, 0.00286, 0.02
25500, 0.00291, 0.02
25600, 0.00300, 0.02
25700, 0.00255, 0.02
25800, 0.00287, 0.02
25900, 0.00267, 0.02
26000, 0.00284, 0.02
26100, 0.00269, 0.02
26200, 0.00284, 0.02
26300, 0.00280, 0.02
26400, 0.00245, 0.02
26500, 0.00265, 0.02
26600, 0.00284, 0.02
26700, 0.00269, 0.02
26800, 0.00266, 0.02
26900, 0.00262, 0.02
27000, 0.00277, 0.02
27100, 0.00283, 0.02
27200, 0.00265, 0.02
27300, 0.00280, 0.02
27400, 0.00278, 0.02
27500, 0.00251, 0.02
27600, 0.00252, 0.02
27700, 0.00263, 0.02
27800, 0.00258, 0.02
27900, 0.00283, 0.02
28000, 0.00263, 0.02
28100, 0.00252, 0.02
28200, 0.00253, 0.02
28300, 0.00250, 0.02
28400, 0.00260, 0.02
28500, 0.00300, 0.02
28600, 0.00269, 0.02
28700, 0.00287, 0.02
28800, 0.00267, 0.02
28900, 0.00245, 0.02
29000, 0.00275, 0.02
29100, 0.00253, 0.02
29200, 0.00275, 0.02
29300, 0.00258, 0.02
29400, 0.00267, 0.02
29500, 0.00261, 0.02
29600, 0.00255, 0.02
29700, 0.00245, 0.02
29800, 0.00254, 0.02
29900, 0.00263, 0.02
30000, 0.00263, 0.02
30100, 0.00283, 0.02
30200, 0.00277, 0.02
30300, 0.00254, 0.02
30400, 0.00267, 0.02
30500, 0.00271, 0.02
30600, 0.00277, 0.02
30700, 0.00261, 0.02
30800, 0.00257, 0.02
30900, 0.00245, 0.02
31000, 0.00260, 0.02
31100, 0.00263, 0.02
31200, 0.00261, 0.02
31300, 0.00254, 0.02
31400, 0.00259, 0.02
31500, 0.00255, 0.02
31600, 0.00247, 0.02
31700, 0.00246, 0.02
31800, 0.00270, 0.02
31900, 0.00254, 0.02
32000, 0.00240, 0.02
32100, 0.00254, 0.02
32200, 0.00254, 0.02
32300, 0.00243, 0.02
32400, 0.00252, 0.02
32500, 0.00242, 0.02
32600, 0.00234, 0.02
32700, 0.00231, 0.02
32800, 0.00246, 0.02
32900, 0.00256, 0.02
33000, 0.00261, 0.02
